id,source,target
"Андрієнко Ів: Вороги: Оповідання, № 22",1970 - 1980,Bengali
"Андрієнко Ів: Попався: Оповідання, № 16",1970 - 1980,1976
"Андрієнко Ів: Угода: Оповідання, № 36",1976,"Мукерджі, Шубхаш: [Поезії], № 11"
"Андрієнко Ів: Хуга: Оповідання, № 12",1970 - 1980,India
"Андрущенко, Марат: Квітчастий Крам-машзавод: [Вірш], № 18",1970 - 1980,Hindi
"Анищенко, Каллістрат: Кулина: Оповідання, № 08",1970 - 1980,1974
"Анищенко, Каллістрат: Мед: Оповідання, № 22",1974,"Нагарджун: Діти Варуни: Повість [Скорочено], № 07"
"Анищенко, Каллістрат: На Кузькіній дачі: Оповідання, № 18",1990 - 2000,India
"Антоненко-Давидович Б: Трагедія поліцая Кляйна: Оповідання, № 14/15",1990 - 2000,English
"Б-й Микола: Одної ночи на винограднику: Оповідання, № 31",1990 - 2000,1996
"Багмут Ів: Порада: Оповідання, № 29/30",1996,"Нараян [Нарайян], Р. К: Балакун: Роман, № 5/6"
"Багмут Ів: Чекання: Оповідання, № 33/34",1960 - 1970,India
"Багмут Н: За фунт опію - фунт золота: Оповідання, № 23/24",1960 - 1970,English
"Багряний, Іван: Біля Дніпрових порогів: [Вірш], № 30",1960 - 1970,1967
"Багряний, Іван: В сутінках: Оповідання, № 37",1967,"Нараян [Нарайян], Р. К: Боги, демони та інші: [Оповіді з давньоіцд. міфології], № 05"
"Багряний, Іван: З оповідань старого рибалки: Оповідання, № 34",1960 - 1970,India
"Багряний, Іван: Пацан: Оповідання, № 03",1960 - 1970,English
"Багряний, Іван: Рука: Оповідання, № 15",1960 - 1970,1967
"Бажан, М. (Микола): Любисток: [Вірш], № 15",1967,"Нараян [Нарайян], Р. К: Боги, демони та інші: [Оповіді з давньоіцд. міфології], № 06"
"Бажан, М. (Микола): Назарок: Новела, № 05",1990 - 2000,India
"Бажан, М. (Микола): Осіння путь: Октави: [Вірш], № 18",1990 - 2000,English
"Бажан, М. (Микола): Розмай-зілля: [Вірш], № 19",1990 - 2000,1998
"Басок [Баско], Василь: Балада про самурая: [Вірш], № 04",1998,"Нараян [Нарайян], Р. К: Що то мудрий голова, № 03"
"Басок [Баско], Василь: Гроза в степу: [Вірш], № 22",1990 - 2000,India
"Басок [Баско], Василь: Груднева облога: [Вірш], № 48",1990 - 2000,English
"Басок [Баско], Василь: Друзі мої, друзі: [Вірш], № 01",1990 - 2000,1998
"Басок [Баско], Василь: Жниварська пісня: [Вірш], № 23/24",1998,"Нараян [Нарайян], Р. К: Протиотрута, № 03"
"Басок [Баско], Василь: Плякат оборони: [Вірш], № 04",1990 - 2000,India
"Басок [Баско], Василь: Трудодні в степу: [Вірш], № 20/21",1990 - 2000,English
"Башмак Як: Спіраль: Урив, з повісті, № 12",1990 - 2000,1998
"Бедрач, Ілля: І тільки відгомін...: [Вірш], № 02",1998,"Нараян [Нарайян], Р. К: Буремна ніч: Оповідання, № 03"
"Безрутченко, Микола: Вечір у колбуді: [Вірш], № 03",1970 - 1980,India
"Бичко Вал: Наздогонь, випереджай більшовицький урожай: [Вірш], № 28",1970 - 1980,Author. English
"Бичко Вал: Тракторобуде, виходь на працю в лави ударних 518: [Вірш], № 26/27",1970 - 1980,1976
"Біла-Криниця: На могилі Еллана: [Вірш], № 47",1976,"Нараян, Сурве: [Поезії], № 11"
"Бірюков Мих: Байда: Романс, № 08",1960 - 1970,India
"Бірюков Мих: Веселий край: (Пісня), № 20/21",1960 - 1970,Urdu
"Бірюков Мих: Ворошіловське: Урив, з поеми, № 34/36",1960 - 1970,1962
"Бірюков Мих: Гранька й Мідний: [Вірш], № 31",1962,"Натх, Махендра: Нові люди: Оповідання, № 02"
"Бірюков Мих: Жінки: Сценки із драм, нарису «Роте Фане», № 07",1970 - 1980,India
"Бірюков Мих: «Заєць»: Новела, № 13",1970 - 1980,Hindi
"Бірюков Мих: Крилатий рейд: [Вірш], № 09",1970 - 1980,1970
"Бірюков Мих: «Крізь безкраї степи...»: [Поезії], № 19",1970,"Нірала, Сур’якант Тріпатхі: [Поезії], № 09"
"Бірюков Мих: Лист: [Вірш], № 09",1970 - 1980,India
"Бірюков Мих: Марта: [Вірш], № 07",1970 - 1980,Hindi
"Бірюков Мих: На старті: [Вірш], № 19",1970 - 1980,1973
"Бірюков Мих: Наростає кроку темп: [Вірш], № 31/32",1973,"Нірала, Сур’якант Тріпатхі: Революції громе, грими!, № 09"
"Бірюков Мих: Перший суботник: Урив, з поеми «Соняшний рейд», № 02",1970 - 1980,India
"Бірюков Мих: Пісня про коняку: [Вірш], № 14/15",1970 - 1980,Hindi
"Бірюков Мих: Пісня про Микиту: [Вірш], № 11",1970 - 1980,1973
"Бірюков Мих: [Поезія], № 10/11",1973,"Нірала, Сур’якант Тріпатхі: До коханої: [Вірші], № 09"
"Бірюков Мих: Салдатська: [Вірш], № 14",1980 - 1990,India
"Бірюков Мих: Синій вугіль: [Вірш], № 27",1980 - 1990,Hindi
"Бірюков Мих: Слово про Дніпрельстан: [Урив, з вірша], № 12",1980 - 1990,1988
"Бірюков Мих: Сторож: [Вірш], № 25",1988,"Панде, Мріналь: Гра: Оповідання, № 06"
"Бірюков Мих: Телеграма: [Вірш], № 05",1960 - 1970,India
"Бірюков Мих: Тля: Новела, № 17",1960 - 1970,Punjabi
"Бірюков Мих: Товариш урожай: [Вірш], № 13",1960 - 1970,1968
"Бірюков Мих: Тренажний літ: [Вірш], № 16",1968,"Панну, Гурвел Сінгх: Спис Джанака: Оповідання, № 09"
"Бобинський В: Зустріч: Урив, з роману «Львів: містечко в серці континенту», № 08",1970 - 1980,India
"Бобриків Дм: На штурм: Оповідання, № 14/15",1970 - 1980,Author. Hindi
"Божко, Сава: Ведмедики: Оповідання, № 31",1970 - 1980,1976
"Божко, Сава: Крамола: Урив, з роману «Сполохи», № 04",1976,"Піллаї, Такажі Шівашанкар: Посаг: Оповідання, № 11"
"Божко, Сава: Шубін бавиться: Урив, з роману «Сполохи», № 46",1950 - 1960,India
"Божко, Сава: Шукаючи читачок: Гумореска, № 29",1950 - 1960,Malayalam
"Бойко О: На яхті: [Вірш], № 05",1950 - 1960,1958
"Бойко О: Сонет, № 03",1958,"Поттеккатт, Сукумарен К: Голос крові: Оповідання, № 03"
"Бондаренко, Мих: Злочин капітана Гичка: Оповідання, № 05",1950 - 1960,India
"Бондаренко, Мих: Махряк і Шпичка: Оповідання, № 15",1950 - 1960,Hindi
"Борзяк, Дмитро: Під дощ: Оповідання, № 20",1950 - 1960,1958
"Братунь, Ростислав: Смерть курячої людини: [Вірш], № 11",1958,"Прем, Чанд: Дивак: Оповідання, № 03"
"Бриль, Микола: Боягуз: Новела, № 12",1970 - 1980,India
"Бриль, Микола: Лист до тата: Гумореска, № 20",1970 - 1980,Author. English
"Бриль, Микола: Портрет федерата: Новела, № 09",1970 - 1980,1976
"Бриль, Микола: Санаторій в повітрі: Оповідання, № 08",1976,"Прітам, Амріта: [Поезії], № 11"
"Брут, Панас: Нові запорожці: Гумореска, № 09",1980 - 1990,India
"Брут, Панас: Постріл: Оповідання, № 22",1980 - 1990,English
"Буало В: Єднання культурних сил: Гумореска, № 44",1980 - 1990,1986
"Буало В: Людожер: Оповідання, № 17",1986,"Прітам, Амріта: Чар-земля, № 12"
"Булатович, Микола: Баляда про переплутані маршрути: [Вірш], № 13",1980 - 1990,India
"Бурний, Микола: Підойми чекають: Оповідання, № 14/15",1980 - 1990,English
"Вакар Гро: Автодор: [Вірш], № 25",1980 - 1990,1986
"Вакар Гро: Вправи ляйтенанта Наїса: Урив, з кн. «Румі ріжуть арабів»: Оповідання, № 32/33",1986,"Прітам, Амріта: Безголосий зойк, № 12"
"Вакар Гро: Маршрут: [Вірш], № 18",1980 - 1990,India
"Вакар Гро: Ми ідем!: [Вірш], № 07",1980 - 1990,English
"Вакар Гро: Поїзди підуть на Париж: Урив, з кн, № 34/36",1980 - 1990,1986
"Ванченко, Петро: Бишиха: Сатир, мініатюра, № 23",1986,"Прітам, Амріта: Лист від Гульяни: Оповід. про жінок, № 12"
