id,source,target,color
"Гарсія [Гарсіа] Маркес, Габріель: Стариган із крилами: Новела, № 02",1960 - 1970,1965,#84B5B22
"Гарсія [Гарсіа] Маркес, Габріель: Хроніка вбивства, про яке всі знали заздалегідь: Роман, № 11",1965,"Тихолов, Георгі: Кар’єрист, № 02",#D1605E
"Крус Кронфлі, Фернандо: Спільні спогади, № 10",1950 - 1960,Bulgaria,#E59264
"Крус Кронфлі, Фернандо: Дріка звали Хеновело Паломо, № 10",1950 - 1960,-,#F2A2A28
"Крус Кронфлі, Фернандо: На хваленого чатує куля: Оповідання, № 10",1950 - 1960,1959,#84B5B19
"Лопес, Луїс Карлос: Однокласникові: [Вірш], № 11",1959,"Тодоров, Ангел: Думи мої солов’їні: Вірш, № 11",#D1605E
"Луке Муньйос, Ерні: Лист до голубки Пікассо: [Вірш], № 10",1930 - 1940,Bulgaria,#E59261
"Саламеа, Хорхе: Викрадення сабінянок: Романт. фарс, № 07",1930 - 1940,Bulgarian,#F2A2A25
"Сільва, Хосе Асунсіон: Ноктюрн: [Поезія], № 02",1930 - 1940,1934,#84B5B20
Democratic Republic of the Congo,1934,"Тодоров, Ангел: Невена: Оповідання, № 03",#D1605E
"Бамба-Дебер, Ва М’Бангі: Першопро-хідник Конго: [Вірш], № 06",1960 - 1970,Bulgaria,#E59262
"Китиква, Жан-Марі: Б’є барабан: [Вірш], № 03",1960 - 1970,Bulgarian,#F2A2A26
"Лопес, Анрі: Нова любов: Роман, № 11",1960 - 1970,1966,#84B5B30
"Лопес, Анрі: Порядна людина, № 08",1966,"Траянов, Христо: Легенда про троянду, № 10",#84B5B31
"Лопес, Анрі: Пляшка віскі, № 08",1960 - 1970,Bulgaria,#D1605E
"Лопес, Анрі: Мсьє депутат, № 08",1960 - 1970,Bulgarian,#E59262
"Лопес, Анрі: Відплив робочої сили: Новели зі зб. «Тримбалізм», № 08",1960 - 1970,1965,#F2A2A26
"Лумумба, Патріс: Африка вільною буде!: [Вірш], № 10",1965,"Узунов, Генчо: Найден і Тодорка: Оповід. у трьох варіантах, № 12",#84B5B21
"Лумумба, Патріс: Африка переможе: [Вірш], № 07",1950 - 1960,Bulgaria,#D1605E
Korea,1950 - 1960,Bulgarian,#E59263
Korean,1950 - 1960,1959,#F2A2A27
"Ан, Чі Єн: Серце Весни: [Вірш], № 11",1959,"Фурнаджієв, Никола: Весна над тобою: Вірш, № 09",#84B5B29
"Дружина Лі Гака (XV ст.): Згадую про чоловіка: [Вірш], № 04",1960 - 1970,Bulgaria,#84B5B30
"Ї, Хіо-Сьок: Гречаний цвіт: Оповідання, № 9/10",1960 - 1970,Bulgarian,#D1605E
"Кім, Гван Ук: Іній, № 04",1960 - 1970,1961,#E59263
"Кім, Гван Ук: Ранок: [Вірші], № 04",1961,"Фурнаджієв, Никола: Росія: Вірш, № 02",#F2A2A27
"Кім, Дін Тхе: Чого бажаю: [Вірші], № 01",1980 - 1990,Bulgaria,#84B5B22
"Кім, Саккат: [Поезії], № 05",1980 - 1990,Bulgarian,#D1605E
"Кім, Co Ол: [Поезії], № 01",1980 - 1990,1982,#E59264
"Кім, Сун Дян: До старого друга: [Вірш], № 11",1982,"Фучеджієв, Дико: Повітряні мости: Оповідання, № 04",#F2A2A28
"Ко, Хва Єн: Дніпро: [Вірш], № 03",1970 - 1980,Bulgaria,#84B5B28
"Лі, Бом-Сон: Сліпа куля: Оповідання, № 9/10",1970 - 1980,Bulgarian,#84B5B29
"Лі, Окпон: [Поезії], № 06",1970 - 1980,1974,#D1605E
"Лі, Тен Бо: Мрію таку я маю, № 03",1974,"Хайтов, Николай: Біла дорога вгору: Оповідання, № 09",#E59264
"Лі, Тен Бо: Ліків нема: [Вірші], № 03",1960 - 1970,Bulgaria,#84B5B20
"Лі, Хван: В осінню негоду: [Вірш], № 11",1960 - 1970,Bulgarian,#D1605E
"Лі, Хван: Грім у горах, № 04",1960 - 1970,1968,#E59262
"Лі, Хван: Вічне: [Вірші], № 04",1968,"Ханчев, Веселин: Ленін: Вірш, № 04",#F2A2A26
"Лі, Хо Нам: Про щастя: [Вірш], № 04",1960 - 1970,Bulgaria,#84B5B21
"Лі, Хянгим: Женихи: [Вірш], № 06",1960 - 1970,Bulgarian,#D1605E
"Невідомий автор: Вже вечір минає: [Вірш], № 11",1960 - 1970,1969,#E59263
"Невідомий автор: З вірним другом: [Вірш], № 04",1969,"Харманджієв, Тодор: На штурм: Уривок з поеми «Покоління», № 04",#F2A2A27
"Невідомий автор: Лудильник та розлука: [Вірш], № 11",1960 - 1970,Bulgaria,#84B5B32
"Невідомий автор: Любов: [Вірш], № 11",1960 - 1970,Bulgarian,#84B5B33
"Невідомий автор: Ми розлучаємось: [Вірш], № 11",1960 - 1970,1968,#D1605E
"Невідомий автор: Найгірше: [Вірш], № 11",1968,"Хинкова, Василка: Черепашка, № 07",#E59263
"Невідомий автор: Ні в горах, ні коло річки: [Вірш], № 11",1960 - 1970,Bulgaria,#F2A2A27
"Невідомий автор: Помилка: [Вірш], № 11",1960 - 1970,Bulgarian,#84B5B22
"Невідомий автор: Про квіти весняні: [Вірш], № 11",1960 - 1970,1968,#D1605E
"Невідомий автор: Розмова з хлопцем-служником: [Вірш], № 11",1968,"Хинкова, Василка: Морські соляниці: [Вірші], № 07",#E59264
"Невідомий автор: Самотність: [Вірш], № 11",1980 - 1990,Bulgaria,#F2A2A28
"Невідомий автор: Чому ж ви не приходили?: [Вірш], № 11",1980 - 1990,Bulgarian,#84B5B31
"Невідомий автор: Я добре спатиму: [Вірш], № 11",1980 - 1990,1986,#84B5B32
"Невідомі автори: Важке і неможливе, № 04",1986,"Христев, Павел: На одного поета: Вірш, № 09",#D1605E
"Невідомі автори: Ти зрозуміла б, № 04",1980 - 1990,Bulgaria,#E59264
"Невідомі автори: Прохання, № 04",1980 - 1990,Bulgarian,#F2A2A28
"Невідомі автори: Хто заважає нам, № 04",1980 - 1990,1984,#84B5B23
"Невідомі автори: Хто з них кращий?, № 04",1984,"Христозов, Николай: Гарнізонне стрільбище: Докум. повість, № 05",#D1605E
"Невідомі автори: Як, буває, нитка рветься, № 04",1980 - 1990,Bulgaria,#E59265
"Невідомі автори: Я добре спатиму, № 04",1980 - 1990,Bulgarian,#F2A2A29
"Невідомі автори: Марні оці повчання, № 04",1980 - 1990,1984,#84B5B4
"Невідомі автори: І птах, і мишеня, № 04",1984,"Христозов, Николай: Гарнізонне стрільбище: Докум. повість, № 06",#84B5B3
"Невідомі автори: Скрутна справа, № 04",1980 - 1990,Bulgaria,#84B5B3
"Невідомі автори: Хвастовита жаба, № 04",1980 - 1990,Bulgarian,#D1605E
"Невідомі автори: Мов огудиння кавунове, № 04",1980 - 1990,1981,#E59262
"Невідомі автори: Про дівчину: [Поезії], № 04",1981,"Цанев, Іван: Поезії, № 01",#F2A2A26
"Невідомі автори: Купуйте тепло!, № 03",1970 - 1980,Bulgaria,#84B5B21
"Невідомі автори: Дві рими, № 03",1970 - 1980,Bulgarian,#D1605E
"Невідомі автори: Який же ти сам?, № 03",1970 - 1980,1978,#E59263
"Невідомі автори: Чого не буває у продажу, № 03",1978,"Цветанов, Богдан: Ця весела сумна пісенька...: Новела, № 04",#F2A2A27
"Невідомі автори: Плітка, № 03",1960 - 1970,Bulgaria,#84B5B32
"Невідомі автори: Лист, № 03",1960 - 1970,Bulgarian,#84B5B33
"Невідомі автори: Коли ввійду я в дім милого, № 03",1960 - 1970,1967,#D1605E
"Невідомі автори: Відстань між друзями, № 03",1967,"Цонев, Василь: Незвичайні пригоди одного осла в США: Гумореска, № 09",#E59263
"Невідомі автори: Про героїв: [Поезії], № 03",1990 - 2000,Bulgaria,#F2A2A27
"Невідомі автори: Над тихими озерами, № 04",1990 - 2000,Bulgarian,#84B5B22
"Невідомі автори: Не в тому річ, № 04",1990 - 2000,1990,#D1605E
"Невідомі автори: Лист, № 04",1990,"Цончев, Донго: Гілка: Оповідання, № 05",#E59264
"Невідомі автори: Тільки так, № 04",1980 - 1990,Bulgaria,#F2A2A28
"Невідомі автори: Після смерті, № 04",1980 - 1990,Bulgarian,#84B5B31
"Невідомі автори: З вірним другом, № 04",1980 - 1990,1986,#84B5B32
"Невідомі автори: Сьогодні, № 04",1986,"Цончев, Донго: Протест: Оповідання, № 12",#D1605E
"Невідомі автори: До дівчини, яку звуть Срібний Дзвіночок, № 04",1970 - 1980,Bulgaria,#E59264
"Невідомі автори: Був такий чернець, № 04",1970 - 1980,Bulgarian,#F2A2A28
"Невідомі автори: Женихи: [Поезії], № 04",1970 - 1980,1978,#84B5B23
"Невідомі поетеси (XIV-XVI ст.): Звідки біда?, № 06",1978,"Цончев, Донго: Скринька: Новела, № 04",#D1605E
"Невідомі поетеси (XIV-XVI ст.): Пісня, № 06",1980 - 1990,Bulgaria,#E59265
"Невідомі поетеси (XIV-XVI ст.): У місті Сьогоні: [Поезії], № 06",1980 - 1990,Bulgarian,#F2A2A29
"Пак, Ін Но: Думаю про батьків, № 04",1980 - 1990,1986,#84B5B20
"Пак, Ін Но: 3 віршів, написаних у селищі Нухан: [Поезії], № 04",1986,"Чавдаров-Челкаш, Димитр: Композитори: Вірш, № 09",#D1605E
"Пак, Ін Но: Людина: [Вірш], № 03",1970 - 1980,Bulgaria,#E59262
"Пак, Ін Ро: Із «Слова про мир»: [Вірш], № 09",1970 - 1980,Bulgarian,#F2A2A26
"Пак, Хе Хван: Сон, що снився мені: [Вірш], № 11",1970 - 1980,1974,#84B5B21
"Сен, Сам Мун: Коли умру...: [Вірш], № 11",1974,"Шопкін, Матей: Поезії, № 09",#D1605E
"C, Ki-Вон: Спадкоємець: Оповідання, № 9/10",1980 - 1990,Bulgaria,#E59263
"Сон, Хон: У злагоді з ними: [Вірш], № 04",1980 - 1990,Bulgarian,#F2A2A27
"Сон, Чан Ір: Про те, як тигр згорів (Хитрий зайчик): Казка, № 01",1980 - 1990,1984,#84B5B32
"Сорі: Сосна у горах: [Вірш], № 06",1984,"Шопкін, Матей: Поезії, № 09",#84B5B33
"Тен, Сі: Пісні: [Вірш], № 11",1970 - 1980,Bolivia,#D1605E
"Тен, Чер: Доля лебедя: [Вірш], № 04",1970 - 1980,Spanish,#E59263
"Тен, Чер: Ноша, № 04",1970 - 1980,1976,#F2A2A27
"Тен, Чер: Де знайдеш ти підпори?: [Вірші], № 04",1976,"Лара, Хесус: Ньято Мендес: Новела, № 02",#84B5B22
"Тен, Чер: Потім хай розтануть квіти, № 11",1960 - 1970,Bolivia,#D1605E
"Тен, Чер: Неоплатний борг: [Вірші], № 11",1960 - 1970,Spanish,#E59264
"У, Тхак: Старість: [Вірш], № 04",1960 - 1970,1963,#F2A2A28
"У, Тхак: Так сталося зі мною: [Вірш], № 11",1963,"Рус, Жан: Поезії, № 11",#84B5B31
"Хан, Малсук: Потоп: Оповідання, № 9/10",1960 - 1970,Bolivia,#84B5B32
"Хан, Сер Я: Відплата: Оповідання, № 05",1960 - 1970,Spanish,#D1605E
